parent_asin,pagerank_score,pagerank_normalized,title,brand,subcategory,main_category,price,average_rating,rating_number,image_url
B019QKD6WI,0.4290509332116738,0.0,"HQRP Air Filter for Hunter HEPAtech 30060, 30061, 30126, 30128, 30135 Models",Hqrp,Unknown,Appliances,11.91,4.4,15,https://m.media-amazon.com/images/I/71p3s+aIX4L._AC_SL1500_.jpg
B01AJC2W36,0.4290509332116738,0.0,GE WB3K5296 Burner Valve Knob,Ge,Parts & Accessories,Tools & Home Improvement,,5.0,1,https://m.media-amazon.com/images/I/71yPPmaMoeL._AC_SL1500_.jpg
B01AJPAASW,0.4290509332116738,0.0,GE WD24X10060 Hose Elbow Drain,Ge,Parts & Accessories,Tools & Home Improvement,,3.8,9,https://m.media-amazon.com/images/I/41fFAVk+4ML._AC_SL1000_.jpg
B01AQHOHBE,0.4290509332116738,0.0,Samsung DE94-02517A Assembly Control Panel,Samsung,Replacement Parts,Tools & Home Improvement,104.9,3.9,9,https://m.media-amazon.com/images/I/71pIgbbEMqL._AC_SL1500_.jpg
B01B83F5NE,0.4290509332116738,0.0,HQRP Wick Filter Compatible with Holmes HWF65 / HWF65P / HWF65CS (Type C) Replacement fits HM1800 HM2060 HM2090 HM3000 Series Humidifiers,Hqrp,Humidifier Parts & Accessories,Amazon Home,14.95,4.4,25,https://m.media-amazon.com/images/I/81XVNcZ85pL._AC_SL1500_.jpg
B01BDZI8P4,0.4290509332116738,0.0,Whirlpool W10682535 Door Latch,Whirlpool,Washer Parts & Accessories,Tools & Home Improvement,98.95,4.1,12,https://m.media-amazon.com/images/I/715bKW8CsNL._AC_SL1500_.jpg
B01CTE7G3I,0.4290509332116738,0.0,ERP ERB7646 Range Stove Oven Bake Element 00367646,Erp,Parts & Accessories,Tools & Home Improvement,,5.0,2,https://m.media-amazon.com/images/I/71jZvzO95lL._AC_SL1500_.jpg
B01EA7IJCO,0.4290509332116738,0.0,Replacement for Kenmore/Sears 79096011405 Bake Element - Compatible with Kenmore/Sears 316075104 Oven Heating Element,Upstart Battery,Parts & Accessories,Tools & Home Improvement,,5.0,2,https://m.media-amazon.com/images/I/610ypYyhDvL._AC_SL1500_.jpg
B01FGFP4PE,0.4290509332116738,0.0,"Think Crucial 6 Replacements for Hamilton Beach Charcoal Water Filters, Compatible With Part # 80674, Fits Mod Cafe, Stay or Go & Brew Station",Crucial Vacuum,Permanent Filters,Amazon Home,,4.5,2,https://m.media-amazon.com/images/I/81kWFsoN4AL._AC_SL1500_.jpg
B01FH0JKM6,0.4290509332116738,0.0,"Hisense  FC51D7AWD  5.1 cu. ft. Chest Freezer, White",Hisense,Chest Freezers,Appliances,,3.5,6,https://m.media-amazon.com/images/I/61F4JHG5xmL._AC_SL1500_.jpg
B01HJRB9AQ,0.4290509332116738,0.0,Whirlpool WP8190792 Vent Hood Parts Knob-Control,Whirlpool,Knobs,Tools & Home Improvement,,2.3,3,https://m.media-amazon.com/images/I/61hOQH-vCpL._AC_SL1000_.jpg
B01IU6W22Y,0.4290509332116738,0.0,Whirlpool W10383615 Thermistor,Whirlpool,Parts & Accessories,Tools & Home Improvement,,4.6,4,https://m.media-amazon.com/images/I/81GJL3kLfhL._AC_SL1500_.jpg
B01LF4AZOK,0.4290509332116738,0.0,Tier1 replacement for TCZ7003 & 65-BS-03 Coffee Machines Intenza+ Water Filter Cartridge 2 Pack,Tier1,Reusable Filters,Amazon Home,,3.2,9,https://m.media-amazon.com/images/I/517t8Urm+nL._AC_SL1440_.jpg
B01LXSDBO8,0.4290509332116738,0.0,Pijio Reusable Cold Brew Coffee Filter with Stainless Steel Mesh,Pijio,Reusable Filters,Amazon Home,,3.4,4,https://m.media-amazon.com/images/I/91OXSnvgnHL._AC_SL1500_.jpg
B06Y2PQXZ8,0.4290509332116738,0.0,WA54M8750AV 5.4 cu. ft. activewash™ Top Load Washer with Integrated Touch Controls,Samsung,Washer Parts & Accessories,Appliances,,1.0,2,https://m.media-amazon.com/images/I/510hugstgcL._AC_SL1000_.jpg
B072JV24WD,0.4290509332116738,0.0,ERP B4107 Bake Element,Erp,Parts & Accessories,All Electronics,31.13,4.8,8,https://m.media-amazon.com/images/I/51Qm9r8smLL._AC_SL1000_.jpg
B073Q1SJ9J,0.4290509332116738,0.0,"HQRP 4-Pack Wick Filter Compatible with Kenmore 14413, 14416, 1442, 14407, 14451, 144070, 144071, 144130, 144131, 144510, 144160, 144161, 144162 Humidifier",Hqrp,Replacement Wicks,Amazon Home,28.91,4.3,24,https://m.media-amazon.com/images/I/81skquQbYwL._AC_SL1500_.jpg
B073RSCQKX,0.4290509332116738,0.0,Whirlpool W2188785 Refrigerator Water Inlet Valve Genuine Original Equipment Manufacturer (OEM) Part,Whirlpool,Parts & Accessories,Amazon Home,,5.0,1,https://m.media-amazon.com/images/I/51--ghWUbvL._AC_SL1000_.jpg
B075HL3GLN,0.4290509332116738,0.0,PT Auto Warehouse CF189P - Cabin Air Filter,Pt Auto Warehouse,Unknown,Appliances,,4.6,9,https://m.media-amazon.com/images/I/61F6-yV3XBL._AC_SL1359_.jpg
B07B3GCXNF,0.4290509332116738,0.0,Kenmore 30190-0027900 Refrigerator Door Shelf Rail Genuine Original Equipment Manufacturer (OEM) Part,Kenmore,Shelves,Amazon Home,,5.0,1,https://m.media-amazon.com/images/I/51nJZGP8AUL._AC_SL1000_.jpg
B07BF2RL58,0.4290509332116738,0.0,"Maxx Air Mini Vent, Black",Maxx Air,Vents,Automotive,78.98,3.6,23,https://m.media-amazon.com/images/I/41kX8a-rSfL._AC_SL1000_.jpg
B07C6B8WC3,0.4290509332116738,0.0,"LG 4430JJ2004A Refrigerator Door Cam Latch, Right Genuine Original Equipment Manufacturer (OEM) Part",Lg,Parts & Accessories,,,3.6,7,https://m.media-amazon.com/images/I/51X1DEDtgGL._AC_SL1000_.jpg
B07GBGP6LK,0.4290509332116738,0.0,Ge WD21X24797 Dishwasher Electronic Control Board Assembly Genuine Original Equipment Manufacturer (OEM) Part,General Electric,Replacement Parts,Tools & Home Improvement,125.99,4.0,15,https://m.media-amazon.com/images/I/51fGD-MY6HL._AC_SL1000_.jpg
B07GC7KNHT,0.4290509332116738,0.0,SAMSUNG DA63-03507B Refrigerator Ice Container Genuine Original Equipment Manufacturer (OEM) Part,Samsung,Ice Makers,Amazon Home,67.81,3.0,2,https://m.media-amazon.com/images/I/31PCpxVZmtL._AC_SL1000_.jpg
B07GJTD9RF,0.4290509332116738,0.0,Appli Parts evaporator Fan Motor for refrigerators and freezers 110V 60Hz 0.12A 7.5W 2500rpm CCW Shaft Length 1-3/4inch replaces 200D2940P005 200D2940P011 P009 WR01F01638 APFM-1638,Ap Appli Parts,Motors,Tools & Home Improvement,21.39,5.0,4,https://m.media-amazon.com/images/I/51gLZax5nGL._AC_SL1000_.jpg
B07H96DV43,0.4290509332116738,0.0,"Kitchen Sink Flange kit for Disposal with EZ-Mount (Full-Brass), Brushed Nickel by SINKINGDOM",Sinkingdom,Parts & Accessories,Tools & Home Improvement,,4.0,13,https://m.media-amazon.com/images/I/61YSulQjnmL._AC_SL1200_.jpg
B07JHC1M1P,0.4290509332116738,0.0,"6 Pack Replacement Surface Burner Control WB03K10303 Range, Stove, Oven Control Knob for General Electric JGB918SEL3SS Gas Range",Upstart Components,Knobs,Tools & Home Improvement,,4.3,6,https://m.media-amazon.com/images/I/61KKWl7fdML._AC_SL1500_.jpg
B07KSP9C99,0.4290509332116738,0.0,Coffee filter clip,Covern Omega,Reusable Filters,Amazon Home,,5.0,1,https://m.media-amazon.com/images/I/71nmtQp1n4L._AC_SL1500_.jpg
B07M5LP96P,0.4290509332116738,0.0,NEW Washer Tub Water Seal Kit Replacement for Frigidaire Kenmore Sears 5303279394 AP2142342,Bestpartscom,Replacement Parts,Appliances,25.9,3.4,11,https://m.media-amazon.com/images/I/61gG8uX7JDL._AC_SL1500_.jpg
B07PLTZ5PF,0.4290509332116738,0.0,"Garbage Disposal Splash Guards Topspeeder Food Waste Disposer Accessories Multi-function Drain Plugs Splash Guards for Whirlaway, Waste King, Sinkmaster and GE Models - Guard Measures (6 pack)",Topspeeder,Food Waste Disposer Parts & Accessories,Tools & Home Improvement,,4.2,4,https://m.media-amazon.com/images/I/61uiRvuxmGL._AC_SL1200_.jpg
B07PNBJRGX,0.4290509332116738,0.0,uxcell Refrigerator Start Relay 12 Ohm 3 Pin + Compressor Thermal Overload Protector,Uxcell,Parts & Accessories,Tools & Home Improvement,13.99,4.1,11,https://m.media-amazon.com/images/I/51skTo+GwKL._AC_SL1100_.jpg
B07PR25K7R,0.4290509332116738,0.0,Whirlpool Dryer Timer Control WPW10185969 AP6016534 PS11749824,Wshrapplns,Replacement Parts,Tools & Home Improvement,85.5,4.8,7,https://m.media-amazon.com/images/I/818xkI1XuZL._AC_SL1500_.jpg
B07Q27PZ81,0.4290509332116738,0.0,"4Clovers Refrigerator Door Handle Covers,Keep Your Kitchen Clean from Fingertips,Drips,Food Stains,Perfect for Grill,Dishwasher (Navy)",4clovers,Handles,Tools & Home Improvement,,4.1,49,https://m.media-amazon.com/images/I/51yihHn2oVL._AC_SL1024_.jpg
B07Q2C8FHP,0.4290509332116738,0.0,Appliance Pros GE Refrigerator Evaporator Fan Motor Replacement WR60X10185,Appliance Pros,Motors,Tools & Home Improvement,,4.0,24,https://m.media-amazon.com/images/I/71dT3SvrGhL._AC_SL1500_.jpg
B07QYC1X6K,0.4290509332116738,0.0,2-Pack 8181846 Washer Door Handle Replacement for Whirlpool GHW9100LW1 Washer - Compatible with WP8181846 Handle for Washing Machine - UpStart Components Brand,Upstart Components,Doors,Tools & Home Improvement,6.99,5.0,9,https://m.media-amazon.com/images/I/61K0-tbEqyL._AC_SL1500_.jpg
B07R2KG9XN,0.4290509332116738,0.0,2-Pack 279640 Dryer Idler Pulley Replacement for Whirlpool WET3300SQ1 Dryer - Compatible with 279640 Idler Pulley - UpStart Components Brand,Upstart Components,Replacement Parts,Tools & Home Improvement,6.99,1.0,1,https://m.media-amazon.com/images/I/61f6w8kgzWL._AC_SL1500_.jpg
B07S1FCXBT,0.4290509332116738,0.0,2-Pack W10490648 Hand Mixer Beaters Replacement for KitchenAid KHM7TPK5 Mixer - Compatible with WPW10490648 Beaters - UpStart Components Brand,Upstart Components,Parts & Accessories,Tools & Home Improvement,6.99,4.2,4,https://m.media-amazon.com/images/I/61ZOVrJJTAL._AC_SL1500_.jpg
B07S66DK15,0.4290509332116738,0.0,131763202 Washer Door Latch & 131763310 Door Striker Replacement for Frigidaire ATF6700FS1 Washing Machine - Compatible with 131763202 Door Lock Switch & 131763310 Door Strike,Upstart Components,Parts & Accessories,Tools & Home Improvement,19.99,4.4,4,https://m.media-amazon.com/images/I/610Ogt7DWML._AC_SL1500_.jpg
B07SSF371B,0.4290509332116738,0.0,VEVOR Commercial Ice Maker 132LBS/24H with 44LBS Storage Stainless Steel Commercial Ice Machine 5x8 Ice Tray LCD Control Auto Clean with Water Drain Pump for Bar Home Supermarkets,Vevor,Ice Makers,Industrial & Scientific,,3.3,7,https://m.media-amazon.com/images/I/81ExwbTdPpL._SL1500_.jpg
B07W6X4JGG,0.4290509332116738,0.0,Supplying Demand W10352973 W10283468 Clothes Washer Dispenser Actuator Switch Replacement Model Specific Not Universal,Supplying Demand,Replacement Parts,Tools & Home Improvement,34.99,4.6,93,https://m.media-amazon.com/images/I/71Ci5RFwsyL._AC_SL1500_.jpg
B07WK728Y8,0.4290509332116738,0.0,LG WDP4B LG Pedestal - Laundry,Lg,Replacement Parts,Amazon Home,,3.8,9,https://m.media-amazon.com/images/I/51BqXA93g7L._AC_SL1000_.jpg
B07Y9VHYQR,0.4290509332116738,0.0,"Lirex Coffee Machine Water Filter for Jura Claris Blue, Replacement Filter Cartridge with Activated Carbon for Jura Claris Blue Clearyl Blue, Compatible with ENA Models (1 Pack)",Lirex,Disposable Filters,Amazon Home,,4.9,7,https://m.media-amazon.com/images/I/51znN2CPKZL._AC_SL1500_.jpg
B07YM3SDVV,0.4290509332116738,0.0,"Edgewater Parts W10537869, AP5650272, PS5136127 Diverter Motor Compatible with Whirlpool Dishwasher",Edgewater Parts,Unknown,Appliances,42.65,4.5,11,https://m.media-amazon.com/images/I/61Bn1K8m8+L._AC_SL1500_.jpg
B081JRPCC1,0.4290509332116738,0.0,"What's Up? 1-4 Pieces Authorized Factory Replacement DA61-06796A Clip Drain Samsung Compatible with DA61-06796A, AP5579885, 2683163 (2 pieces)",What's Up?,Refrigerator Parts & Accessories,Tools & Home Improvement,,4.5,109,https://m.media-amazon.com/images/I/71eOX-9iLfL._AC_SL1500_.jpg
B081SR2DV3,0.4290509332116738,0.0,newlifeapp EBF49827801 Washer Door Switch and Lock Assembly Replacement for LG and Kenmore,Sushelp,Replacement Parts,Tools & Home Improvement,25.95,4.7,39,https://m.media-amazon.com/images/I/51wWI9o4nPS._AC_SL1000_.jpg
B082H3VLS1,0.4290509332116738,0.0,"Dryer Timer Control Knob, For Model DBSR453EB1WW, DBSR453EB2WW, DBSR453EB3WW, DHDSR46EG6WW, DHDSR46EE1WW, White, Compatible Part For GE Dryers, Metal Sleeve",Unknown,Replacement Parts,Appliances,9.11,5.0,5,https://m.media-amazon.com/images/I/51OaeCkbglL._AC_SL1200_.jpg
B086BJ92GP,0.4290509332116738,0.0,AP6010400 Overlay Compatible With Whirlpool Refrigerators,Midwest Appliance Parts,Parts & Accessories,Tools & Home Improvement,,3.0,2,https://m.media-amazon.com/images/I/61gR+c1pXyL._AC_SL1500_.jpg
B0878J4ZPG,0.4290509332116738,0.0,"W10780048 Washing Machine Suspension Rod Kit (4 Pack) by CC.KU- Upgraded Replacement for Whirlpool Kenmore Amana Maytag Washer - Replaces W10257087,W10257088,W10349191",Cc.ku,Drain Pumps,Tools & Home Improvement,,3.7,16,https://m.media-amazon.com/images/I/61hbvaN8JrL._AC_SL1250_.jpg
B0879FVY7L,0.4290509332116738,0.0,LIONGRI Milk Frothing Pitcher Milk Pitcher Milk cup for coffee Espresso Milk Frothing Pitcher Stainless Steel Milk Frothing Pitcher With Latte Art Pen 600ML/20OZ(M),Liongri,Milk Frothing Pitchers,Amazon Home,,4.5,97,https://m.media-amazon.com/images/I/61V1qaXgTsL._AC_SL1229_.jpg
B087V5K9R7,0.4290509332116738,0.0,241993001 Crisper Support Cover Compatible With Frigidaire Refrigerator,Edgewater Parts,Bins,Tools & Home Improvement,7.65,4.0,8,https://m.media-amazon.com/images/I/41TUh0Xfp5L._AC_SL1000_.jpg
B089SQQBZJ,0.4290509332116738,0.0,"COSTWAY Chest Freezer, 100-Quart Compressor Travel Refrigerator with 3 Levels, -0.4°F to 50°F, Adjustable Temperature, LCD Display and Lighting Bulbs, Single Door Vehicle Fridge for Car, Home, Camping",Costway,Chest Freezers,Appliances,,4.2,5,https://m.media-amazon.com/images/I/61rQZFD82FL._AC_SL1200_.jpg
B08CL565YK,0.4290509332116738,0.0,"Arctic Ice Chillin' Brew Series Ice Pack - Long Lasting High Performance Medium (1.5 LBS) Ice Pack for Beer, Beverages, Tailgating, Day Trips and More - Freezes at 28 Degrees",Arctic Ice,Ice Makers,Sports & Outdoors,35.18,4.3,56,https://m.media-amazon.com/images/I/71XdRyz8+QL._AC_SL1500_.jpg
B08GYZY977,0.4290509332116738,0.0,"FAMCO Dryer Vent Cover for Home, Movable Louvers",Famco,Vents,Tools & Home Improvement,25.95,4.7,37,https://m.media-amazon.com/images/I/61iQGRE6YGL._AC_SL1500_.jpg
B08JVBF5SV,0.4290509332116738,0.0,Top Load Dryer Drum Bearing Kit Inner Shaft Only Replacement for 479332 Fit for all Fisher & Paykel top loading dryers,Spartshome,Replacement Parts,Tools & Home Improvement,,3.0,1,https://m.media-amazon.com/images/I/61KB2qvMG1L._AC_SL1500_.jpg
B08LP8BGYS,0.4290509332116738,0.0,"GLOB PRO SOLUTIONS WPW10111617 Electronic Control Board Wl for Whirlpool Dryer W10111617, 3978983, PS11748356, W10067050, W10074280, W10111608, W10111610, W10111617R, W10118244, W10118244R",Glob Pro Solutions,Replacement Parts,Tools & Home Improvement,245.14,2.9,2,https://m.media-amazon.com/images/I/61d0wgJtSoL._AC_SL1483_.jpg
B08M9X42M5,0.4290509332116738,0.0,Compatible with Frigidaire Refrigerator Ice Maker Cube Bucket Storage Bin Replacement 240385201 fits other models,Hity Motor,Parts & Accessories,Tools & Home Improvement,43.67,5.0,3,https://m.media-amazon.com/images/I/51lMxofPWFL._AC_SL1500_.jpg
B08R76SFT6,0.4290509332116738,0.0,"Hedday 6 Pack 04530GM Carbon Filter Compatible with Hamilton Beach TrueAir Filters 04384, 04532GM, 04530G, 04530F, 04251, 04271, 04530, 04530F, 04294, 04530GM & 04531GM",Hedday,Unknown,Appliances,,5.0,3,https://m.media-amazon.com/images/I/61uvxZzgctL._AC_SL1500_.jpg
B08RDGX3QT,0.4290509332116738,0.0,8544771 Dryer Heating Element kit by Techecook - Replacement for Whirl-pool Ken-more May-tag Dryer - Includes 3392519 279973 Dryer Thermal Fuse and 279816 Thermostat Cut Off Kit,Techecook,Replacement Parts,Tools & Home Improvement,,4.5,42,https://m.media-amazon.com/images/I/710rI79WD1L._AC_SL1500_.jpg
B08RSJRZ56,0.4290509332116738,0.0,"Diamond Home Egg Holder for Refrigerator, 18 Count Stackable Egg Storage Container, Food Storage Container with Lid",Diamond Home,Egg Trays,,,4.1,12,https://m.media-amazon.com/images/I/61NkoSr3tKL._AC_SL1200_.jpg
B08VF3J2MZ,0.4290509332116738,0.0,"Gas Cooktop STULENG Dual Fuel Sealed 2 Burners Gas Hob 12 inch Stainless Steel Gas Cooker,Built-in Gas Stove Top Thermocouple Protection and Easy",Stuleng,Cooktops,Amazon Home,,3.9,11,https://m.media-amazon.com/images/I/71m5qWNxp7S._AC_SL1500_.jpg
B08WCX6LZ3,0.4290509332116738,0.0,WP12603701 Refrigerator Crisper Drawer Cover Support Post 12603701 Genuine OEM,Crisper,Bins,Tools & Home Improvement,14.99,5.0,4,https://m.media-amazon.com/images/I/61dMzMzZOtL._AC_SL1500_.jpg
B08X6MN4L6,0.4290509332116738,0.0,"Rooster Dishwasher Decorative Cover,Farmhouse Dishwasher Stickers Door Cover Decals Sheet,Decorative Panel Decal Washer,Refrigerator Sticker Dish Washer Cover Kitchen Decor(RoosterRed, M（23＂W x 26＂H）)",Mlgb,Hoses,,,4.1,10,https://m.media-amazon.com/images/I/81-UX4hH5QL._AC_SL1500_.jpg
B08XKBK17X,0.4290509332116738,0.0,"Farm Fresh Kitchen Dishwasher Magnet for Metal Washers,Locally Grown Pig Refrigerator Sticker,Cow Magnetic Dishwasher Door Cover Sheet,Rooster Magnetic Panel Vinyl Decals (Magnetic Sticker)",Vehanster,Baskets,Amazon Home,,4.7,14,https://m.media-amazon.com/images/I/815djA686sL._AC_SL1500_.jpg
B08YH27YXM,0.4290509332116738,0.0,"Drain Line Adapter (DLA) With 3/8-inch Quick Connect Fitting for a Water Filter and 7/8-inch Fitting for a Dishwasher (ET116-002, D-38QC, DLA-D)",Air Gap International,Hoses,Tools & Home Improvement,19.12,4.4,19,https://m.media-amazon.com/images/I/713uRkuPgXL._AC_SL1500_.jpg
B0922VN312,0.4290509332116738,0.0,"Portable dryer,Mini Dryer for Clothes Mask Towel Glasses Electric for Apartments Dorm Camping Travel Campus 1Pack",Ksdcmrs,Portable Dryers,Appliances,,2.8,15,https://m.media-amazon.com/images/I/61IKppBHATS._AC_SL1500_.jpg
B093BP51JL,0.4290509332116738,0.0,Re-or Joenotjo F1-3 pcs-dv-zq12,Joenotjo,Water Filters,Amazon Home,,3.5,6,https://m.media-amazon.com/images/I/51XEpNPQ4kS._AC_SL1500_.jpg
B095LRW8PW,0.4290509332116738,0.0,"4G-kitty Pack of 2 Humidifier Wick Filter for MAF1, MA0950, MA1200, MA1201, MA09500, MA12000, Replacement Wicking Filters",4g-kitty,Replacement Wicks,Amazon Home,24.99,3.4,7,https://m.media-amazon.com/images/I/61LYUeESdDL._AC_SL1200_.jpg
B095NSLWNT,0.4290509332116738,0.0,W10144820 Washer Water Inlet Valve Replacement By Artidux for Whirlpool Kenmore Maytag Replaces Part Number: AP6015761 1480998 AP4371093 PS2347919 W10311458 WPW10144820 Series.,Artidux,Replacement Parts,Tools & Home Improvement,,3.3,14,https://m.media-amazon.com/images/I/41XyRXssIcS._AC_SL1000_.jpg
B09648KJCB,0.4290509332116738,0.0,"Choice Manufactured Parts Range Membrane Switch, Touchpad Overlay for Samsung, AP5967636, DG34-00030A",Choice Manufactured Parts,Accessories,Tools & Home Improvement,55.59,3.4,4,https://m.media-amazon.com/images/I/71S30uLjXXS._AC_SL1500_.jpg
B097CY726Z,0.4290509332116738,0.0,"Personal Air Conditioner, 2000 mAh Cordless Mini Air Cooler with 3 Speed Modes, Rechargeable Portable Air Conditioner Fan with 7 Colors Night Light for Desktop, Office, Room",Comfine,Unknown,Appliances,,2.3,59,https://m.media-amazon.com/images/I/71D0KPU8hHL._AC_SL1500_.jpg
B097DNJP3P,0.4290509332116738,0.0,"2 Pack Silicone Stove Gap Covers, Heat Resistant Oven Gap Filler Seals Gaps Between Stovetop and Counter, Easy to Clean (21 Inches, Black)",Pctc,Accessories,Tools & Home Improvement,,3.8,10,https://m.media-amazon.com/images/I/510vTaucMiL._AC_SL1500_.jpg
B099NG1612,0.4290509332116738,0.0,"Erfo Multi Functional Movable Stand, Size Adjustable Base, Telescopic Furniture Dolly Roller with 4 Locking Rubber Wheel Caster for Washing Machine, Refrigerator and Dryer",Erfo,Stacked Washer & Dryer Units,Tools & Home Improvement,23.38,3.9,33,https://m.media-amazon.com/images/I/61JmEG-8AqL._AC_SL1500_.jpg
B09BCGZCG2,0.4290509332116738,0.0,ADQ73373201 Dryer Lint Filter Assembly with Cleaner Brush by Blutoget - ADQ733732 Fit for LG Kenmore Dryer Lint Screen Replacement - Replace AP5675511 2656948 PS7787727 EAP7787727,Blutoget,Replacement Parts,Tools & Home Improvement,24.97,4.8,12,https://m.media-amazon.com/images/I/71uIvZY7tEL._AC_SL1500_.jpg
B09D3BJCTJ,0.4290509332116738,0.0,"4392065 Dryer Repair Kit - Drum Belt 341241, Idler Pulley 691366, 2 Rollers 349241T, 2 Clips Compatible with Whirlpool Kenmore Maytag Amana Roper",Dr Quality Parts,Replacement Parts,Tools & Home Improvement,15.98,4.2,9,https://m.media-amazon.com/images/I/71cieXU7XDL._AC_SL1500_.jpg
B09D722PLV,0.4290509332116738,0.0,W10189703 Refrigerator Evaporator Fan Motor - Exact Fit Compatible with Whirlpool Maytag Kenmore - Replaces WPW10189703 W10208121 2219647,Dr Quality Parts,Motors,Industrial & Scientific,15.98,4.1,10,https://m.media-amazon.com/images/I/61QhuuBVSwL._SL1500_.jpg
B09DPQYZSS,0.4290509332116738,0.0,"8182703 Washer Shock Absorber Replacement for Whirlpool, Maytag, Kenmore/Sears, Kitchen Aid Washers 8181646 - PS989596 - AP3868181-4 Pack - 1 Year Warranty",Ezatrading,Replacement Parts,Tools & Home Improvement,26.95,4.3,32,https://m.media-amazon.com/images/I/61sEHREwzGS._AC_SL1500_.jpg
B09FSK6BQ1,0.4290509332116738,0.0,"Yonice 6 Pack Humidifier Wicking HFT600 Filters T Compatible for Honeywell Tower Humidifier HEV615,HEV620,Part # HFT600,HFT600PDQ",Yonice,Replacement Wicks,Amazon Home,18.99,4.3,34,https://m.media-amazon.com/images/I/81DnHipOH3L._AC_SL1500_.jpg
B09HWLVW4P,0.4290509332116738,0.0,"Deco Chef 15-Inch Under Counter Beverage Cooler for Beer, Wine, Sodas, 115 Can Capacity, Digital Touch Temperature Control, Even Forced Air Cooling, 5 Shelves, Large Display Window, Built-In Lighting",Deco Chef,Beverage Refrigerators,Appliances,449.99,3.4,12,https://m.media-amazon.com/images/I/71WK5P7RgML._AC_SL1500_.jpg
B09PTF74FS,0.4290509332116738,0.0,"Sokogoda 2 Pcs Leather Refrigerator Door Handle Covers,Silicone Non-Slip,Ultra-Thin and Invisible,Appliance Handle Covers,Keep Your Kitchen Appliance Clean from Smudges (Red)",Sokogoda,Handles,Tools & Home Improvement,,3.2,8,https://m.media-amazon.com/images/I/61q9lJCrd4L._AC_SL1500_.jpg
B09PV9QHTQ,0.4290509332116738,0.0,"MLGB Spring Rabbit Dishwasher Cover Magnet Decor Easter Eggs Kitchen Dishwasher Sticker, Magnetic Refrigerator Decal Decor Panel, Bunny Flower Home Decoration, 23x26inch(Ordinary)",Mlgb,Hoses,Amazon Home,27.99,1.0,1,https://m.media-amazon.com/images/I/71jmJvw6JuL._AC_SL1080_.jpg
B09TT5HQH8,0.4290509332116738,0.0,"Mini Washing Machine - 18 W of power Portable Ultrasonic Turbo, Portable Turbo Mini Washing Machine",Abvrglpt,Portable Washers,Appliances,,3.5,17,https://m.media-amazon.com/images/I/61uOJX8CTyL._AC_SL1500_.jpg
B09TWTJ3JT,0.4290509332116738,0.0,Supplying Demand WR02X12008 WR2X10519 Refrigerator Evaporator Fan Motor Grommet Replacement,Supplying Demand,Motors,Industrial & Scientific,10.99,5.0,6,https://m.media-amazon.com/images/I/61f+m6yMpBL._SL1200_.jpg
B09WYFFTRB,0.4290509332116738,0.0,"Reusable Tassimo Coffee Pod Tas Refillable Coffee Discs, BENFUCHEN Bosch Coffee Cup tassimo coffee discs With Silicone Lid, Special Blue, 60ML",Benfuchen,Reusable Filters,Amazon Home,16.99,4.1,55,https://m.media-amazon.com/images/I/51a-QtIJQ2L._AC_SL1200_.jpg
B09Z799WCK,0.4290509332116738,0.0,EvertechPRO 4388932 Refrigerator Defrost Control Timer Replacement for Whirlpool 2154958 2154985 2169267 2169269,Evertechpro,Refrigerators,Tools & Home Improvement,46.99,5.0,12,https://m.media-amazon.com/images/I/61GubDupO+L._AC_SL1500_.jpg
B0B6C8L28X,0.4290509332116738,0.0,"Magnets Dishwasher Cover Magnet,Steel Pattern Magnetic Dishwasher Door Decal Dish Washer Decorative,Red Black Engraved Refrigerator Sticker Appliance Fridge Decals 23\"x17\"",Thuepak,Hoses,Amazon Home,,1.0,1,https://m.media-amazon.com/images/I/71JMzqJ4QQL._AC_SL1500_.jpg
B0B7QB24NX,0.4290509332116738,0.0,DA97-12650A Door Bin Shelf (Right Side) Compatible with Samsung Refrigerator,Pro Blade,Shelves,Tools & Home Improvement,32.0,3.6,8,https://m.media-amazon.com/images/I/51S7JMf1sGL._AC_SL1280_.jpg
B0BF9Z8L76,0.4290509332116738,0.0,"Teal Dishwasher Magnet Cover Decorative Magnetic Sticker Refrigerator Panel Door Decal for Home Cabinet Kitchen 23\" W * 26\" H",Domiking,Hoses,Amazon Home,27.99,3.9,14,https://m.media-amazon.com/images/I/61YbwoY+ajL._AC_SL1500_.jpg
B0BJQ97QZ9,0.4290509332116738,0.0,Azanxo 811195 Wolf Hood Knob Part Fit 56 Models,Azanxo,Knobs,Appliances,9.99,3.1,4,https://m.media-amazon.com/images/I/614+LXA4H+L._AC_SL1500_.jpg
B0BKPF23LF,0.4290509332116738,0.0,Feather butterfly The Lint Bag For Outdoor Dryer Vent,Feather Butterfly,Vents,Tools & Home Improvement,15.98,3.1,8,https://m.media-amazon.com/images/I/71Jv4wqvVrL._AC_SL1500_.jpg
B0BLGMMW79,0.4290509332116738,0.0,White Water Curtain for Ice Machine with Sensing Element of The Ice Full Switch,Cotlin,Ice Makers,Industrial & Scientific,,4.4,32,https://m.media-amazon.com/images/I/51JyZ9W4iyL._SL1500_.jpg
B0BRBKQC7C,0.4290509332116738,0.0,"Summit SPFF51OS2D Built-in Drawer Freezer, Stainless Steel",Summit,Upright Freezers,,,5.0,4,https://m.media-amazon.com/images/I/51gTpECWVLL._AC_SL1000_.jpg
